spectrum_id,adduct,precursor_mz,compound_name,key,scaffold_group
CCMSLIB00012246958,[M+H]1+,342.148,Levosulpiride,BGRJTUBHPOOWDU,O=C(NCC1CCCN1)c1ccccc1
CCMSLIB00012246959,[M+H]1+,342.148,Levosulpiride,BGRJTUBHPOOWDU,O=C(NCC1CCCN1)c1ccccc1
CCMSLIB00012246960,[M+H]1+,195.113,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012246961,[M+H]1+,195.113,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012246962,[M+Na]1+,217.095,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012246963,[M+Na]1+,217.095,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012246965,[M+H]1+,342.148,Levosulpiride,BGRJTUBHPOOWDU,O=C(NCC1CCCN1)c1ccccc1
CCMSLIB00012246966,[M+H]1+,342.148,Levosulpiride,BGRJTUBHPOOWDU,O=C(NCC1CCCN1)c1ccccc1
CCMSLIB00012246967,[M+H]1+,203.064,N-phenylthiophene-2-carboximidamide,RCORNHOUCUDCAC,N=C(Nc1ccccc1)c1cccs1
CCMSLIB00012246968,[M+H]1+,225.106,117639-11-9,JEKWFJIPBJGBJT,O=C1CC(Cc2cnc[nH]2)CS1
CCMSLIB00012246969,[M+H]1+,225.106,117639-11-9,JEKWFJIPBJGBJT,O=C1CC(Cc2cnc[nH]2)CS1
CCMSLIB00012246970,[M+H]1+,377.208,Imigliptin,UWSKGQJKQNVRJZ,O=c1[nH]c2nccc(N3CCCCC3)c2n1Cc1ccccc1
CCMSLIB00012246971,[M-2H2O+H]1+,333.217,BW 245C,JDDDZFYKFFEAGW,O=c1[nH]ccn1CCCC1CCCCC1
CCMSLIB00012246972,[M+H]1+,376.198,Metazosin,YEOTYALSMRNXLJ,c1ccc2nc(N3CCNCC3)ncc2c1
CCMSLIB00012246973,[M+H]1+,376.198,Metazosin,YEOTYALSMRNXLJ,c1ccc2nc(N3CCNCC3)ncc2c1
CCMSLIB00012246974,[M+H]1+,378.206,ETOPERIDONE,IZBNNCFOBMGTQX,O=c1[nH]cnn1CCCN1CCN(c2ccccc2)CC1
CCMSLIB00012246975,[M+H]1+,342.192,FENETHYLLINE,NMCHYWGKBADVMK,O=c1[nH]c(=O)c2c(ncn2CCNCCc2ccccc2)[nH]1
CCMSLIB00012246976,[M+H]1+,363.12,SCHEMBL13527805,REYFOMFKDYYVKB,c1ccc(OC2CCCCO2)cc1
CCMSLIB00012246977,[M+Na]1+,327.204,SCHEMBL7091005,VYXPNQWWRFIRQU,c1ccc2c(c1)CCC2
CCMSLIB00012246978,[M+Na]1+,399.19,Imigliptin,UWSKGQJKQNVRJZ,O=c1[nH]c2nccc(N3CCCCC3)c2n1Cc1ccccc1
CCMSLIB00012246979,[M+H]1+,393.217,PD162305,ZZUSANGEAUESFL,c1ccc(CCNC2CCOc3cc4cccnc4cc32)cc1
CCMSLIB00012246980,[M+H]1+,393.217,PD162305,ZZUSANGEAUESFL,c1ccc(CCNC2CCOc3cc4cccnc4cc32)cc1
CCMSLIB00012246981,[M+H]1+,370.216,SURICAINIDE,OSTGVQSWUXGHKL,c1ccccc1
CCMSLIB00012246982,[M+H]1+,370.216,SURICAINIDE,OSTGVQSWUXGHKL,c1ccccc1
CCMSLIB00012246987,[M+H]1+,379.176,Finerenone,SWMKDVDOUGHTGK,C1=Nc2ccncc2C(c2ccccc2)C1
CCMSLIB00012246988,[M+H]1+,379.176,Finerenone,SWMKDVDOUGHTGK,C1=Nc2ccncc2C(c2ccccc2)C1
CCMSLIB00012246989,[M+H]1+,422.198,Linsitinib,PKCDDUHJAFVJJB,c1ccc(-c2ccc3ccc(-c4nc(C5CCC5)n5ccncc45)cc3n2)cc1
CCMSLIB00012246990,[M+H]1+,422.198,Linsitinib,PKCDDUHJAFVJJB,c1ccc(-c2ccc3ccc(-c4nc(C5CCC5)n5ccncc45)cc3n2)cc1
CCMSLIB00012246991,[M+H]1+,409.153,Nelociguat,FTQHGWIXJSSWOY,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1
CCMSLIB00012246992,[M+Na]1+,431.135,Nelociguat,FTQHGWIXJSSWOY,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1
CCMSLIB00012246993,[M+H]1+,378.206,ETOPERIDONE,IZBNNCFOBMGTQX,O=c1[nH]cnn1CCCN1CCN(c2ccccc2)CC1
CCMSLIB00012246994,[M+H]1+,378.206,ETOPERIDONE,IZBNNCFOBMGTQX,O=c1[nH]cnn1CCCN1CCN(c2ccccc2)CC1
CCMSLIB00012246996,[M+H]1+,349.133,Torasemide,NGBFQHCMQULJNZ,c1ccc(Nc2ccncc2)cc1
CCMSLIB00012246998,[M+H]1+,407.151,SB281832,ZDKIAVFEUPUCMR,c1ccc(Oc2nccc(-c3[nH]cnc3-c3ccccc3)n2)cc1
CCMSLIB00012246999,[M+H]1+,498.173,Tebipenem pivoxil,SNUDIPVBUUXCDG,O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12
CCMSLIB00012247000,[M+H]1+,505.325,dipyridamole,IZEKFCXSFNUWAM,c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1
CCMSLIB00012247001,[M+Na]1+,520.155,Tebipenem pivoxil,SNUDIPVBUUXCDG,O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12
CCMSLIB00012247002,[M-H2O+H]1+,391.105,Dhp-218,DGOBMRUGIHTMSR,O=P1(C2=CN=CCC2c2ccccc2)OCCCO1
CCMSLIB00012247005,[M+H]1+,388.179,nemonapride,KRVOJOCLBAAKSJ,O=C(NC1CCN(Cc2ccccc2)C1)c1ccccc1
CCMSLIB00012247006,[M+H]1+,376.202,FK-453,OPLOPFHUHFGKMJ,O=C(C=Cc1c(-c2ccccc2)nn2ccccc12)N1CCCCC1
CCMSLIB00012247007,[M+H]1+,376.202,FK-453,OPLOPFHUHFGKMJ,O=C(C=Cc1c(-c2ccccc2)nn2ccccc12)N1CCCCC1
CCMSLIB00012247008,[M+H]1+,408.083,GW-833972A free base,HLCPJLIYGNWTAI,O=C(NCc1ccncc1)c1cnc(Nc2ccccc2)nc1
CCMSLIB00012247009,[M+H]1+,388.179,nemonapride,KRVOJOCLBAAKSJ,O=C(NC1CCN(Cc2ccccc2)C1)c1ccccc1
CCMSLIB00012247010,[M+H]1+,298.126,duloxetine,ZEUITGRIYCTCEM,c1csc(COc2cccc3ccccc23)c1
CCMSLIB00012247011,[M+H]1+,445.144,SCHEMBL2106754,QHKYOEZNQSPNHW,O=C(NC(Cc1ccccc1)C(=O)N1CCCCC1)c1cc2ccncc2[nH]1
CCMSLIB00012247013,[M+H]1+,450.311,Snc 80,KQWVAUSXZDRQPZ,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
CCMSLIB00012247014,[M+H]1+,369.238,BW 245C,JDDDZFYKFFEAGW,O=c1[nH]ccn1CCCC1CCCCC1
CCMSLIB00012247015,[M+Na]1+,391.22,BW 245C,JDDDZFYKFFEAGW,O=c1[nH]ccn1CCCC1CCCCC1
CCMSLIB00012247016,[M+H]1+,470.232,nefazodone,VRBKIVRKKCLPHA,O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1
CCMSLIB00012247017,[M+H]1+,383.152,loratadine,JCCNYMKQOSZNPW,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CCMSLIB00012247018,[M+H]1+,383.152,loratadine,JCCNYMKQOSZNPW,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CCMSLIB00012247020,[M+H]1+,315.207,SCHEMBL7325915,LWLXLDYYQYTXME,C1=CC(N2CCNCC2)c2cc3c(cc21)OCO3
CCMSLIB00012247021,[M+H]1+,315.207,SCHEMBL7325915,LWLXLDYYQYTXME,C1=CC(N2CCNCC2)c2cc3c(cc21)OCO3
CCMSLIB00012247022,[M+H]1+,365.117,phenethicillin,NONJJLVGHLVQQM,O=C(COc1ccccc1)NC1C(=O)N2CCSC12
CCMSLIB00012247023,[M+H]1+,470.198,dactolisib,JOGKUKXHTYWRGZ,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1
CCMSLIB00012247024,[M+H]1+,470.198,dactolisib,JOGKUKXHTYWRGZ,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1
CCMSLIB00012247025,[M+H]1+,425.204,SCHEMBL9372739,FQSDVGNRPHHQCE,C=C1NC(=O)OC12CCN(CCC=C(c1ccccc1)c1ccccc1)CC2
CCMSLIB00012247026,[M+H]1+,462.216,BMS-754807,LQVXSNNAFNGRAH,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1
CCMSLIB00012247027,[M+Na]1+,484.198,BMS-754807,LQVXSNNAFNGRAH,O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1
CCMSLIB00012247028,[M+H]1+,420.228,CHEMBL3752339,JRZJZOSWCNBQFS,c1ccc(-c2nc(-c3ccc(CNC4CCC4)cc3)no2)cc1
CCMSLIB00012247029,[M+H]1+,287.091,Guacetisal,HSJFYRYGGKLQBT,O=C(Oc1ccccc1)c1ccccc1
CCMSLIB00012247030,[M+NH3+H]1+,304.118,Guacetisal,HSJFYRYGGKLQBT,O=C(Oc1ccccc1)c1ccccc1
CCMSLIB00012247031,[M+H]1+,365.27,157286-86-7,FHQYJZCJRZHINA,c1ccc(-n2ccc3cncnc32)cc1
CCMSLIB00012247032,[M+H]1+,365.27,157286-86-7,FHQYJZCJRZHINA,c1ccc(-n2ccc3cncnc32)cc1
CCMSLIB00012247033,[M+H]1+,371.106,Tetomilast,XDBHURGONHZNJF,c1ccc(-c2nc(-c3ccccn3)cs2)cc1
CCMSLIB00012247034,[M+H]1+,371.106,Tetomilast,XDBHURGONHZNJF,c1ccc(-c2nc(-c3ccccn3)cs2)cc1
CCMSLIB00012247035,[M+H]1+,443.194,AZD9496,DFBDRVGWBHBJNR,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1
CCMSLIB00012247036,[M-H2O+H]1+,297.196,SCHEMBL7325915,LWLXLDYYQYTXME,C1=CC(N2CCNCC2)c2cc3c(cc21)OCO3
CCMSLIB00012247037,[M-2H2O+NH3+H]1+,360.182,Finerenone,SWMKDVDOUGHTGK,C1=Nc2ccncc2C(c2ccccc2)C1
CCMSLIB00012247039,[M-H2O+H]1+,419.243,Ascorbyl gamolenate,KBMRVZMCHDDCMM,c1ccoc1
CCMSLIB00012247041,[M-H2O+H]1+,480.162,Tebipenem pivoxil,SNUDIPVBUUXCDG,O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12
CCMSLIB00012247046,[M-H2O+H]1+,176.107,Exepanol,JWUPWOYNGNTOKD,c1ccc2c(c1)CCCCO2
CCMSLIB00012247047,[M-H2O+H]1+,176.107,Exepanol,JWUPWOYNGNTOKD,c1ccc2c(c1)CCCCO2
CCMSLIB00012247048,[M+H]1+,194.118,Exepanol,JWUPWOYNGNTOKD,c1ccc2c(c1)CCCCO2
CCMSLIB00012247049,[M+H]1+,194.118,Exepanol,JWUPWOYNGNTOKD,c1ccc2c(c1)CCCCO2
CCMSLIB00012247050,[M+H]1+,195.113,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012247051,[M+H]1+,195.113,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012247052,[M+Na]1+,217.095,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012247053,[M+Na]1+,217.095,Solriamfetol,UCTRAOBQFUDCSR,c1ccccc1
CCMSLIB00012247054,[M+H]1+,445.161,doxycycline,VXVNYCRICCVPTD,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247055,[M+H]1+,445.161,Sanclomycine,MUHBBHLZPHKTTR,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247056,[M+H]1+,410.059,SCHEMBL10490337,IPPHNIGBWNJLAF,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1
CCMSLIB00012247057,[M+H]1+,445.161,doxycycline,VXVNYCRICCVPTD,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247058,[M+H]1+,445.161,Sanclomycine,MUHBBHLZPHKTTR,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247059,[M+H]1+,400.144,OXMETIDINE,YTBDPHYVGACIPC,O=c1nc(NCCSCc2c[nH]cn2)[nH]cc1Cc1ccc2c(c1)OCO2
CCMSLIB00012247060,[M+H]1+,400.144,OXMETIDINE,YTBDPHYVGACIPC,O=c1nc(NCCSCc2c[nH]cn2)[nH]cc1Cc1ccc2c(c1)OCO2
CCMSLIB00012247061,[M+K]1+,400.142,SERAZAPINE,WPGUWABWNUSPMW,c1ccc2c(c1)Cn1c(cc3ccccc31)C1CNCCN21
CCMSLIB00012247062,[M+K]1+,400.142,SERAZAPINE,WPGUWABWNUSPMW,c1ccc2c(c1)Cn1c(cc3ccccc31)C1CNCCN21
CCMSLIB00012247063,[M+H]1+,410.059,SCHEMBL10490337,IPPHNIGBWNJLAF,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1
CCMSLIB00012247064,[M+Na]1+,422.126,OXMETIDINE,YTBDPHYVGACIPC,O=c1nc(NCCSCc2c[nH]cn2)[nH]cc1Cc1ccc2c(c1)OCO2
CCMSLIB00012247066,[M+H]1+,513.056,PU-H71,SUPVGFZUWFMATN,c1ncc2nc(Sc3ccc4c(c3)OCO4)[nH]c2n1
CCMSLIB00012247067,[M+H]1+,513.056,PU-H71,SUPVGFZUWFMATN,c1ncc2nc(Sc3ccc4c(c3)OCO4)[nH]c2n1
CCMSLIB00012247069,[M+H]1+,477.238,Nalfurafine,XGZZHZMWIXFATA,O=C(C=Cc1ccoc1)NC1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5
CCMSLIB00012247070,[M+H]1+,445.161,doxycycline,VXVNYCRICCVPTD,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247071,[M+H]1+,445.161,Sanclomycine,MUHBBHLZPHKTTR,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1
CCMSLIB00012247072,[M+H]1+,303.15,Safinamide,NEMGRZFTLSKBAP,c1ccc(COc2ccccc2)cc1
CCMSLIB00012247073,[M+H]1+,380.143,AZD1208,MCUJKPPARUPFJM,O=C1NC(=O)C(=Cc2cccc(-c3ccccc3)c2N2CCCCC2)S1
CCMSLIB00012247074,[M+H]1+,290.142,Chloropyramine,ICKFFNBDFNZJSX,c1ccc(CNc2ccccn2)cc1
CCMSLIB00012247075,[M+H]1+,290.142,Chloropyramine,ICKFFNBDFNZJSX,c1ccc(CNc2ccccn2)cc1
CCMSLIB00012247076,[M+H]1+,427.201,LY2828360,UCMNDPDJRSEZPL,c1ccc(-c2nc3c(N4CCNCC4)ncnc3n2C2CCOCC2)cc1
CCMSLIB00012247077,[M+H]1+,427.201,LY2828360,UCMNDPDJRSEZPL,c1ccc(-c2nc3c(N4CCNCC4)ncnc3n2C2CCOCC2)cc1
CCMSLIB00012247079,[M+H]1+,526.248,CHEMBL48508,OBEWNICYLBRJEM,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2cscn2)C1
CCMSLIB00012247080,[M+Na]1+,548.23,CHEMBL48508,OBEWNICYLBRJEM,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2cscn2)C1
CCMSLIB00012247081,[M+K]1+,564.204,CHEMBL48508,OBEWNICYLBRJEM,O=C(CCc1c[nH]c2ccccc12)N1CCCC(Cc2cscn2)C1
CCMSLIB00012247082,[M+NH3+H]1+,606.218,etoposide,VJJPUSNTGOMMGY,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
CCMSLIB00012247083,[M+H]1+,380.143,AZD1208,MCUJKPPARUPFJM,O=C1NC(=O)C(=Cc2cccc(-c3ccccc3)c2N2CCCCC2)S1
CCMSLIB00012247084,[M+H]1+,552.401,Aliskiren,UXOWGYHJODZGMF,c1ccccc1
CCMSLIB00012247085,[M+Na]1+,574.383,Aliskiren,UXOWGYHJODZGMF,c1ccccc1
CCMSLIB00012247087,[M+H]1+,513.114,BMS-777607,VNBRGSXVFBYQNN,O=C(Nc1ccc(Oc2ccncc2)cc1)c1cccn(-c2ccccc2)c1=O
CCMSLIB00012247088,[M+Na]1+,535.096,BMS-777607,VNBRGSXVFBYQNN,O=C(Nc1ccc(Oc2ccncc2)cc1)c1cccn(-c2ccccc2)c1=O
CCMSLIB00012247089,[M+H]1+,352.227,Pyrrolifene,XPSOFSIDLMRECY,c1ccc(CC(CCN2CCCC2)c2ccccc2)cc1
CCMSLIB00012247090,[M+H]1+,362.186,SERAZAPINE,WPGUWABWNUSPMW,c1ccc2c(c1)Cn1c(cc3ccccc31)C1CNCCN21
CCMSLIB00012247091,[M+H]1+,380.143,AZD1208,MCUJKPPARUPFJM,O=C1NC(=O)C(=Cc2cccc(-c3ccccc3)c2N2CCCCC2)S1
CCMSLIB00012247092,[M+H]1+,295.217,trimipramine,ZSCDBOWYZJWBIY,c1ccc2c(c1)CCc1ccccc1N2
CCMSLIB00012247093,[M+H]1+,295.217,trimipramine,ZSCDBOWYZJWBIY,c1ccc2c(c1)CCc1ccccc1N2
CCMSLIB00012247094,[M+H]1+,358.145,Carabersat,RCLXAPJEFHPYEG,O=C(NC1CCOc2ccccc21)c1ccccc1
CCMSLIB00012247095,[M+H]1+,409.27,PD163376,WNOSCAVYFAJTRP,c1ccc(CNCCC2CC3OCOC3O2)nc1
CCMSLIB00012247096,[M+H]1+,313.155,89592-45-0,VMDUABMKBUKKPG,c1ccc2c(c1)[nH]c1cnccc12
CCMSLIB00012247097,[M+H]1+,313.155,89592-45-0,VMDUABMKBUKKPG,c1ccc2c(c1)[nH]c1cnccc12
CCMSLIB00012247098,[M+Na]1+,335.137,89592-45-0,VMDUABMKBUKKPG,c1ccc2c(c1)[nH]c1cnccc12
CCMSLIB00012247099,[M+H]1+,386.233,Isoxsuprine-monoester-1,QAYOFBVPJIPEAO,c1ccc(CCNCCOc2ccccc2)cc1
CCMSLIB00012247100,[M+H]1+,429.147,Balipodect,KVHRYLNQDWXAGI,O=c1ccn(-c2ccc(-n3cccn3)cc2)nc1-c1ccnn1-c1ccccc1
CCMSLIB00012247101,[M+H]1+,376.135,Tidembersat,NWHCDESSIHFNIJ,O=C(NC1CCOc2ccccc21)c1ccccc1
CCMSLIB00012247102,[M+H]1+,368.182,140890-70-6,TVGRUCPXRHSHGG,c1ccc(CCNCCOC(c2ccccc2)c2ccccc2)cc1
CCMSLIB00012247103,[M+H]1+,459.277,AM-36,ZGSFWANJADAZQC,c1ccc(CCN2CCN(Cc3ccccc3)CC2)cc1
CCMSLIB00012247104,[M+H]1+,368.16,SCHEMBL9923868,FEABXCREHFVJCI,O=C1CNC(=O)N1c1ccc(Oc2cccc3c2CCCO3)nc1
CCMSLIB00012247105,[M+H]1+,380.072,[2-[(4-chlorophenyl)sulfonylaminomethyl)indan-5-yl]acetic acid,PNAKMOCXPDQBOS,O=S(=O)(NCC1Cc2ccccc2C1)c1ccccc1
CCMSLIB00012247106,[M+NH3+H]1+,397.098,[2-[(4-chlorophenyl)sulfonylaminomethyl)indan-5-yl]acetic acid,PNAKMOCXPDQBOS,O=S(=O)(NCC1Cc2ccccc2C1)c1ccccc1
CCMSLIB00012247108,[M+H]1+,386.142,Mixanpril,GKYIONYOYVKKQI,O=C(SCCCc1ccccc1)c1ccccc1
CCMSLIB00012247109,[M+H]1+,557.304,Dronedarone,ZQTNQVWKHCQYLQ,O=C(c1ccccc1)c1coc2ccccc12
CCMSLIB00012247110,[M+H]1+,340.04,76988-39-1,CLYXKIKVKJZIOF,c1ccc(C2=NCc3cncnc3-c3ccccc32)cc1
CCMSLIB00012247111,[M+H]1+,532.208,3-[[2-(2-benzoyl-N-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]anilino)-2-oxoethyl]carbamoylamino]benzoic acid,LROWLFSPDIVWSD,O=C(CNC(=O)Nc1ccccc1)Nc1ccccc1C(=O)c1ccccc1
CCMSLIB00012247112,[M+H]1+,360.245,SR-31747 free base,MYKJVLTXPNIGOV,C(=Cc1ccc(C2CCCCC2)cc1)CNC1CCCCC1
CCMSLIB00012247113,[M+H]1+,462.112,Piroxicam cinnamate,GPUVGQIASQNZET,O=C(C=Cc1ccccc1)OC1=C(C(=O)Nc2ccccn2)NS(=O)(=O)c2ccccc21
CCMSLIB00012247114,[M+H]1+,609.102,VIDUPIPRANT,PFWVGKROPKKEDW,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccc(C2CC2)cc1
CCMSLIB00012247115,[M+NH3+H]1+,626.129,VIDUPIPRANT,PFWVGKROPKKEDW,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccc(C2CC2)cc1
CCMSLIB00012247116,[M+H]1+,809.523,GSK2838232,MEOWKUXNVNJAMY,O=C1C=C2C3CCC4C5CCCCC5CCC4C3CCC2(CCNCc2ccccc2)C1
CCMSLIB00012247117,[M+H]1+,443.211,GNE-131,FPERPEQIXLOVIK,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1
CCMSLIB00012247118,[M+Na]1+,465.193,GNE-131,FPERPEQIXLOVIK,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1
CCMSLIB00012247119,[M+NH3+H]1+,386.209,ARILDONE,DIXRMZGIJNJUGL,c1ccccc1
CCMSLIB00012247120,[M+Na]1+,391.165,ARILDONE,DIXRMZGIJNJUGL,c1ccccc1
CCMSLIB00012247121,[M+H]1+,639.288,Evacetrapib,IHIUGIVXARLYHP,c1ccc(CN(c2nn[nH]n2)C2CCCN(CC3CCCCC3)c3ccccc32)cc1
CCMSLIB00012247123,[M+H]1+,355.249,AVR-560 (Chimeric precursor selection),FPGQPLSGSMKCQI,O=C(C1CCN(Cc2cc3ccccc3[nH]2)CC1)N1CCNCC1
CCMSLIB00012247124,[M+H]1+,358.203,SCHEMBL6895923,HCKNYEGHWWKJLK,c1cn2cc(-c3ccc4c(c3)nc3n4CCN4CCCCC4C3)ccc2n1
CCMSLIB00012247125,[M+H]1+,358.203,SCHEMBL6895923,HCKNYEGHWWKJLK,c1cn2cc(-c3ccc4c(c3)nc3n4CCN4CCCCC4C3)ccc2n1
CCMSLIB00012247126,[M+H]1+,355.249,AVR-560,FPGQPLSGSMKCQI,O=C(C1CCN(Cc2cc3ccccc3[nH]2)CC1)N1CCNCC1
CCMSLIB00012247127,[M+H]1+,355.249,AVR-560,FPGQPLSGSMKCQI,O=C(C1CCN(Cc2cc3ccccc3[nH]2)CC1)N1CCNCC1
CCMSLIB00012247129,[M+H]1+,391.147,Regadenoson,LZPZPHGJDAGEJZ,c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1
CCMSLIB00012247130,[M+H]1+,354.137,Amopyroquine,YNWCUCSDUMVJKR,c1cc(CN2CCCC2)cc(Nc2ccnc3ccccc23)c1
CCMSLIB00012247131,[M+H]1+,354.137,Amopyroquine,YNWCUCSDUMVJKR,c1cc(CN2CCCC2)cc(Nc2ccnc3ccccc23)c1
CCMSLIB00012247133,[M+H]1+,342.218,Deambp,LHJPLYUWEHXOOU,c1ccc2c(c1)Cc1cccnc1CO2
CCMSLIB00012247134,[M+H]1+,342.218,Deambp,LHJPLYUWEHXOOU,c1ccc2c(c1)Cc1cccnc1CO2
CCMSLIB00012247135,[M+H]1+,327.145,956590-23-1,WCKZRLOUKYFJDY,O=C1NC(=O)c2cccc3cccc1c23
CCMSLIB00012247136,[M+H]1+,327.145,956590-23-1,WCKZRLOUKYFJDY,O=C1NC(=O)c2cccc3cccc1c23
CCMSLIB00012247137,[2M+H]1+,653.283,956590-23-1,WCKZRLOUKYFJDY,O=C1NC(=O)c2cccc3cccc1c23
CCMSLIB00012247138,[M+H]1+,555.252,pantethine,DJWYOLJPSHDSAL,__ACYCLIC__DJWYOLJPSHDSAL
CCMSLIB00012247139,[M+Na]1+,577.234,pantethine,DJWYOLJPSHDSAL,__ACYCLIC__DJWYOLJPSHDSAL
CCMSLIB00012247140,[M+H]1+,435.262,Ribociclib,RHXHGRAEPCAFML,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1
CCMSLIB00012247141,[M+H]1+,435.262,Ribociclib,RHXHGRAEPCAFML,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1
CCMSLIB00012247142,[M+H]1+,363.191,Remifentanil Acid,GFJKFSFFMHOISI,c1ccc(NC2CCNCC2)cc1
CCMSLIB00012247143,[M+H]1+,219.113,77472-70-9,LYONXVJRBWWGQO,O=C1CC(c2ccccc2)CN1
CCMSLIB00012247145,[M+H]1+,401.161,CHEMBL277482,HDGGLRXLUOOMLC,O=C(c1ccc(-n2ccnc2)cc1)c1c[nH]c(=O)n1C(=O)c1ccccc1
CCMSLIB00012247146,[M+H]1+,376.14,Ruzadolane,LOKBLLCVOKCEFR,c1ccc(N2CCN(CCSc3nnc4ccccn34)CC2)cc1
CCMSLIB00012247147,[M+H]1+,376.14,Ruzadolane,LOKBLLCVOKCEFR,c1ccc(N2CCN(CCSc3nnc4ccccn34)CC2)cc1
CCMSLIB00012247148,[M-H2O+H]1+,322.181,Edivoxetine,CPBHSHYQQLFAPW,c1ccc(CC(C2CCOCC2)C2CNCCO2)cc1
CCMSLIB00012247149,[M+H]1+,340.192,Edivoxetine,CPBHSHYQQLFAPW,c1ccc(CC(C2CCOCC2)C2CNCCO2)cc1
CCMSLIB00012247150,[M+Na]1+,362.174,Edivoxetine,CPBHSHYQQLFAPW,c1ccc(CC(C2CCOCC2)C2CNCCO2)cc1
CCMSLIB00012247151,[M+H]1+,371.236,Artilide,UAARDOOBGJGDJV,c1ccccc1
CCMSLIB00012247152,[M+H]1+,415.164,GSK2256098,BVAHPPKGOOJSPU,c1ccc(Nc2ccnc(Nc3ccn[nH]3)c2)cc1
CCMSLIB00012247153,[M-H2O+H]1+,353.226,Artilide,UAARDOOBGJGDJV,c1ccccc1
CCMSLIB00012247154,[M+H]1+,360.157,CAPECITABINE,GAGWJHPBXLXJQN,O=c1ncccn1C1CCCO1
CCMSLIB00012247155,[M+Na]1+,382.138,CAPECITABINE,GAGWJHPBXLXJQN,O=c1ncccn1C1CCCO1
CCMSLIB00012247157,[M+H]1+,393.145,7-Ethyl-10-hydroxycamptothecin,FJHBVJOVLFPMQE,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
CCMSLIB00012247158,[M+H]1+,314.175,Reboxetine,CBQGYUDMJHNJBX,c1ccc(OC(c2ccccc2)C2CNCCO2)cc1
CCMSLIB00012247159,[M+H]1+,314.175,Reboxetine,CBQGYUDMJHNJBX,c1ccc(OC(c2ccccc2)C2CNCCO2)cc1
CCMSLIB00012247160,[M+Na]1+,336.157,Reboxetine,CBQGYUDMJHNJBX,c1ccc(OC(c2ccccc2)C2CNCCO2)cc1
CCMSLIB00012247161,[M+H]1+,528.186,daunorubicin,YSTRWQVEZGVBLR,O=C1C2=C(C(=O)c3cc4ccccc4cc31)C(OC1CCCCO1)CCC2
