group_key,scaffold_group,precursor_mz,total_atom_count,rotatable_bonds,ring_count,aromatic_ring_count,rdbe,tpsa,heteroatom_fraction,n_N,n_O,n_S,n_halogen,source
XDNBJTQLKCIJBV,c1ccccc1,309.0379,35.0,7.0,1.0,1.0,6.0,44.760000000000005,0.3888888888888889,0.0,4.0,2.0,0.0,LCSB
XGXOSJSGDNPEEF,O=C(N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O)c1cccnc1,398.1612,49.0,3.0,5.0,3.0,17.0,100.68,0.23333333333333334,5.0,2.0,0.0,0.0,LCSB
XKNKHVGWJDPIRJ,c1ccccc1,217.9793,19.0,1.0,1.0,1.0,5.0,83.55000000000001,0.45454545454545453,1.0,3.0,0.0,0.0,LCSB
XMAYWYJOQHXEEK,c1ccc([C@@]2(Cn3ccnc3)OC[C@H](COc3ccc(N4CCNCC4)cc3)O2)cc1,531.156,64.0,7.0,5.0,3.0,14.5,69.06,0.2777777777777778,4.0,4.0,0.0,2.0,LCSB
XMTQQYYKAHVGBJ,c1ccccc1,233.0243,24.0,1.0,1.0,1.0,5.0,32.34,0.35714285714285715,2.0,1.0,0.0,2.0,LCSB
XOGPDSATLSAZEK,O=C1c2ccccc2C(=O)c2ccccc21,224.0706,26.0,0.0,3.0,2.0,11.0,60.160000000000004,0.17647058823529413,1.0,2.0,0.0,0.0,LCSB
XPAZGLFMMUODDK,c1ccc2[nH]cnc2c1,164.0455,17.0,1.0,2.0,2.0,8.0,71.82,0.4166666666666667,3.0,2.0,0.0,0.0,LCSB
XRHGWAGWAHHFLF,c1nc[nH]n1,314.049,35.0,7.0,1.0,1.0,4.5,58.4,0.5,3.0,3.0,1.0,1.0,LCSB
XVOKUMIPKHGGTN,O=C1CN=C(c2ccccn2)N1,290.1499,40.0,4.0,2.0,1.0,8.0,91.65,0.2857142857142857,3.0,3.0,0.0,0.0,LCSB
XXOYNJXVWVNOOJ,c1ccccc1,165.1022,24.0,1.0,1.0,1.0,5.0,32.34,0.25,2.0,1.0,0.0,0.0,LCSB
XZZNDPSIHUTMOC,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,327.0781,38.0,6.0,3.0,3.0,13.0,44.760000000000005,0.21739130434782608,0.0,4.0,0.0,0.0,LCSB
YBBLVLTVTVSKRW,c1ccc(Cn2cncn2)cc1,294.1713,41.0,4.0,2.0,2.0,11.5,78.28999999999999,0.22727272727272727,5.0,0.0,0.0,0.0,LCSB
YBJHBAHKTGYVGT,O=C1N[C@H]2CSC[C@H]2N1,245.0954,32.0,5.0,2.0,0.0,4.0,78.43,0.375,2.0,3.0,1.0,0.0,LCSB
YFGYUFNIOHWBOB,c1cncnc1,239.1503,35.0,2.0,1.0,1.0,5.0,58.56000000000001,0.35294117647058826,4.0,2.0,0.0,0.0,LCSB
YFNCATAIYKQPOO,c1ccccc1,371.0842,42.0,4.0,1.0,1.0,8.0,100.72000000000001,0.4166666666666667,4.0,4.0,2.0,0.0,LCSB
YGUFQYGSBVXPMC,c1ccccc1,188.0473,22.0,2.0,1.0,1.0,4.0,44.480000000000004,0.3333333333333333,1.0,2.0,0.0,1.0,LCSB
YIJZJEYQBAAWRJ,c1cncc(C2=NCCS2)c1,397.1004,43.0,5.0,2.0,1.0,7.0,51.55,0.38461538461538464,2.0,2.0,1.0,5.0,LCSB
YILJWHUIUCRKEU,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4cccnc43)cc2)c1,410.2088,54.0,7.0,5.0,5.0,18.5,85.16999999999999,0.22580645161290322,7.0,0.0,0.0,0.0,LCSB
YJFCKXVXEKHSEC,O=C(Oc1ccc2ccccc2c1)c1ccccc1,264.1019,33.0,2.0,3.0,3.0,12.5,52.32000000000001,0.15,1.0,2.0,0.0,0.0,LCSB
YKBZOVFACRVRJN,C1CCOC1,203.1139,28.0,3.0,1.0,0.0,3.0,88.78999999999999,0.5,4.0,3.0,0.0,0.0,LCSB
YLDDCEXDGNXCIO,c1ccc2c(c1)CCCN2,220.1696,37.0,2.0,2.0,1.0,5.0,21.259999999999998,0.125,1.0,1.0,0.0,0.0,LCSB
YLJREFDVOIBQDA,c1ccc2nc3c(cc2c1)CCCC3,199.123,29.0,0.0,3.0,2.0,8.5,38.91,0.13333333333333333,2.0,0.0,0.0,0.0,LCSB
YNVKAENVJKEMOU,O=C(Nn1ccc2ccccc21)c1cnc(-c2ccccn2)nc1,362.1412,43.0,3.0,4.0,4.0,16.0,72.7,0.25925925925925924,5.0,1.0,0.0,1.0,LCSB
YPACMOORZSDQDQ,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,315.1339,41.0,6.0,2.0,2.0,10.0,104.64,0.2608695652173913,2.0,4.0,0.0,0.0,LCSB
YPEWWOUWRRQBAX,__ACYCLIC__YPEWWOUWRRQBAX,130.0863,20.0,2.0,0.0,0.0,2.0,37.38,0.3333333333333333,1.0,2.0,0.0,0.0,LCSB
YREQHYQNNWYQCJ,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,377.2111,56.0,9.0,3.0,3.0,12.0,27.69,0.10714285714285714,0.0,3.0,0.0,0.0,LCSB
YRRKLBAKDXSTNC,__ACYCLIC__YRRKLBAKDXSTNC,223.0747,28.0,3.0,0.0,0.0,4.0,84.82999999999998,0.5,2.0,4.0,1.0,0.0,LCSB
YTRMTPPVNRALON,c1ccc(-c2ccc3ccccc3n2)cc1,250.0863,30.0,2.0,3.0,3.0,12.5,50.19,0.15789473684210525,1.0,2.0,0.0,0.0,LCSB
YVIXXPCJZAUQHJ,c1ccc(CCNCCc2cscn2)cc1,405.109,46.0,9.0,2.0,2.0,8.5,91.68,0.37037037037037035,2.0,4.0,1.0,3.0,LCSB
YWBVHLJPRPCRSD,O=c1c(-c2ccccc2)c[nH]cc1-c1ccccc1,330.11,38.0,2.0,3.0,3.0,13.0,22.0,0.20833333333333334,1.0,1.0,0.0,3.0,LCSB
YWTYJOPNNQFBPC,N=C1NCCN1Cc1cccnc1,256.0596,27.0,3.0,2.0,1.0,7.0,83.66,0.47058823529411764,5.0,2.0,0.0,1.0,LCSB
YYJNOYZRYGDPNH,C(=NOCc1ccccc1)c1cn[nH]c1Oc1ccccc1,422.2074,58.0,7.0,3.0,3.0,13.5,74.94,0.22580645161290322,3.0,4.0,0.0,0.0,LCSB
ZBBHBTPTTSWHBA,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,480.2129,64.0,9.0,3.0,2.0,14.0,111.00999999999999,0.2571428571428571,3.0,6.0,0.0,0.0,LCSB
ZBRHTUMWSDPCMI,O=S(=O)(NC1CCOCC1)c1ccc(Oc2ccccc2)cc1,411.1021,47.0,6.0,3.0,2.0,12.0,113.96,0.35714285714285715,2.0,6.0,1.0,1.0,LCSB
ZCJPOPBZHLUFHF,c1ccccc1,304.1131,41.0,7.0,1.0,1.0,5.0,47.56,0.3157894736842105,1.0,3.0,1.0,0.0,LCSB
ZETBBVYSBABLHL,O=C(Nc1ccc(Oc2cccnc2)nc1)N1CCc2ccccc21,429.1533,50.0,3.0,4.0,3.0,14.0,67.35000000000001,0.2903225806451613,4.0,2.0,0.0,3.0,LCSB
ZIWFCOIGUNPHPM,c1ccc(CN[C@H]2CCCN[C@H]2c2ccccc2)cc1,381.1784,50.0,6.0,3.0,2.0,9.0,42.519999999999996,0.25925925925925924,2.0,2.0,0.0,3.0,LCSB
ZJJXGWJIGJFDTL,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,446.1857,58.0,7.0,3.0,2.0,13.0,130.15,0.3225806451612903,5.0,4.0,1.0,0.0,LCSB
ZLCUIOWQYBYEBG,O=C1c2ccccc2C(=O)c2ccccc21,238.0863,29.0,0.0,3.0,2.0,11.0,60.16,0.16666666666666666,1.0,2.0,0.0,0.0,LCSB
ZLIBICFPKPWGIZ,c1ccc(Nc2ncccn2)cc1,200.1182,28.0,2.0,2.0,2.0,8.0,37.81,0.2,3.0,0.0,0.0,0.0,LCSB
ZNNLBTZKUZBEKO,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,494.1511,61.0,8.0,3.0,2.0,13.0,113.6,0.30303030303030304,3.0,5.0,1.0,1.0,LCSB
ZOXBWJMCXHTKNU,O=C1OC(=O)c2ccccc21,163.039,18.0,0.0,2.0,1.0,7.0,43.370000000000005,0.25,0.0,3.0,0.0,0.0,LCSB
ZQEIXNIJLIKNTD,c1ccccc1,280.1543,41.0,5.0,1.0,1.0,6.0,55.84,0.25,1.0,4.0,0.0,0.0,LCSB
ZRKZFNZPJKEWPC,__ACYCLIC__ZRKZFNZPJKEWPC,202.2165,41.0,9.0,0.0,0.0,0.0,23.06,0.14285714285714285,1.0,1.0,0.0,0.0,LCSB
ZRVUJXDFFKFLMG,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,352.042,36.0,2.0,3.0,2.0,12.5,99.6,0.391304347826087,3.0,4.0,2.0,0.0,LCSB
ZTWZVMIYIIVABD,O=C(CCC1(C(=O)NC2CCCCC2)CCCC1)Oc1ccc2c(c1)CCC2,516.2956,78.0,12.0,4.0,1.0,10.0,111.16000000000001,0.21621621621621623,1.0,7.0,0.0,0.0,LCSB
ZUBPKHVCBGWWGO,O=C1OC(CCc2ccccc2)CC=C1Sc1ccccc1,484.2516,71.0,7.0,3.0,2.0,11.0,92.78000000000002,0.17647058823529413,1.0,4.0,1.0,0.0,LCSB
ZWJNEYVWPYIKMB,O=C(Nc1ccccc1)c1ccoc1,230.1176,32.0,2.0,2.0,2.0,8.5,42.24,0.17647058823529413,1.0,2.0,0.0,0.0,LCSB
ZZYSLNWGKKDOML,O=C(NCc1ccccc1)c1ccn[nH]1,334.1681,47.0,4.0,2.0,2.0,8.5,46.92,0.21739130434782608,3.0,1.0,0.0,1.0,LCSB
