record_id,compound_id,scaffold_group,nce,theoretical_mh,source_file,blob_sha,series,instrument,scan_mode,deposited_precursor_mz
MSBNK-EAWAG-EC013704,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,30,560.3442606268799,MSBNK-EAWAG-EC013704.txt,97124de516648c2bc2fff52c0ea24830a39f7685,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,560.3443
MSBNK-EAWAG-EC013705,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,40,560.3442606268799,MSBNK-EAWAG-EC013705.txt,9e677edb62b105ddfd368492821679b5407fa3b3,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,560.3443
MSBNK-EAWAG-EC013706,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,50,560.3442606268799,MSBNK-EAWAG-EC013706.txt,cc4fbc7cfb397c3c22b09d3dd3a7522caa4051b4,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,560.3443
MSBNK-EAWAG-EC013707,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,60,560.3442606268799,MSBNK-EAWAG-EC013707.txt,8bb3495e7be3db56494d8e044ff36294f91b0315,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,560.3443
MSBNK-EAWAG-EC014001,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,15,613.3344242148798,MSBNK-EAWAG-EC014001.txt,0f50fd9f6559f37a7c04786b2299355a5d1322db,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014002,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,20,613.3344242148798,MSBNK-EAWAG-EC014002.txt,5cb43ab8e08880713c5a50687e6c25520646bd65,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014003,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,25,613.3344242148798,MSBNK-EAWAG-EC014003.txt,027830f398225855004d97a7e3b87b46ac94cc01,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014004,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,30,613.3344242148798,MSBNK-EAWAG-EC014004.txt,f1909d71ff63c4b5da0d1c7d61926bfb0f2ca08b,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014005,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,40,613.3344242148798,MSBNK-EAWAG-EC014005.txt,a62fd7e19ed34296b3cd28cd6d8141c4b4b9e21e,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014006,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,50,613.3344242148798,MSBNK-EAWAG-EC014006.txt,669320d813de7cd444e67f7d17ddcce03b7230c2,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014007,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,60,613.3344242148798,MSBNK-EAWAG-EC014007.txt,3c24a2f97d54eb5509767febfea9830193058b1e,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,613.3344
MSBNK-EAWAG-EC014901,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,15,918.4719803028801,MSBNK-EAWAG-EC014901.txt,cf846fdc92ac2818dd248b24ceb3e051c853fe88,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014902,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,20,918.4719803028801,MSBNK-EAWAG-EC014902.txt,6de15b5a4b02bd6c5f25ac863ba1d17777e8b606,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014903,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,25,918.4719803028801,MSBNK-EAWAG-EC014903.txt,0347ea97db5417cdf56fd576e8a6f275cc4d71fd,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014904,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,30,918.4719803028801,MSBNK-EAWAG-EC014904.txt,adc97a3cf9abe4ab4576cf7c5519b3f77d888084,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014905,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,40,918.4719803028801,MSBNK-EAWAG-EC014905.txt,d5cf1ab5cd6f79504716b75c1db2f47bd5cfc5a1,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014906,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,50,918.4719803028801,MSBNK-EAWAG-EC014906.txt,69126e0535d2b78d835943035d248018dfcac7e4,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC014907,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,60,918.4719803028801,MSBNK-EAWAG-EC014907.txt,5afcfa71e5afaf4b0f43af134c34ef79db268e0f,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,918.472
MSBNK-EAWAG-EC026001,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,15,580.3129604988799,MSBNK-EAWAG-EC026001.txt,adb127fc1ea90e5424b8a6ea8db553e96e1ef783,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026002,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,20,580.3129604988799,MSBNK-EAWAG-EC026002.txt,2bb4e19f3c8cde3bf5e454ec45ce5e8c18f75a77,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026003,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,25,580.3129604988799,MSBNK-EAWAG-EC026003.txt,04baf4ee41f68c9779816525ab42961dc2ba6074,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026004,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,30,580.3129604988799,MSBNK-EAWAG-EC026004.txt,958c75856c1683b8557c0d926fc55c7ccc5804dc,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026005,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,40,580.3129604988799,MSBNK-EAWAG-EC026005.txt,ef2cb18424e903bcbd3414831b34b7d865fe24db,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026006,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,50,580.3129604988799,MSBNK-EAWAG-EC026006.txt,75f53c849f2ef5e8640144af1596025e88396267,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026007,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,60,580.3129604988799,MSBNK-EAWAG-EC026007.txt,a1508ac55fbcaca3a9f1f954d461c594c70fd84f,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,580.313
MSBNK-EAWAG-EC026601,XQWGCUIJOHQMPI,O=C1CNC(=O)CNC(=O)CC2OC(=O)CC2NC(=O)CCN1,15,559.27624064288,MSBNK-EAWAG-EC026601.txt,e3211eae7f7963182124490869dd6c627f4d01bc,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,559.2762
MSBNK-EAWAG-EC026602,XQWGCUIJOHQMPI,O=C1CNC(=O)CNC(=O)CC2OC(=O)CC2NC(=O)CCN1,20,559.27624064288,MSBNK-EAWAG-EC026602.txt,5bd6ab86f8220bd2435adfcccd189281cfe726d7,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,559.2762
MSBNK-EAWAG-EC061601,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,15,963.4934440188804,MSBNK-EAWAG-EC061601.txt,8e41dc0d8fe02ce454e5eb36eeb8dcf90111502c,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061602,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,20,963.4934440188804,MSBNK-EAWAG-EC061602.txt,f8e06a367ee7265241393bf440ed61c389bd07e9,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061603,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,25,963.4934440188804,MSBNK-EAWAG-EC061603.txt,1536bf60042ef2d30e7965a451af4ec187836e48,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061604,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,30,963.4934440188804,MSBNK-EAWAG-EC061604.txt,e4fd5c1070964324bb2b56e9cce584df3542af31,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061605,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,40,963.4934440188804,MSBNK-EAWAG-EC061605.txt,f26a3176e5e7d018a23a290243cd927f135ad3bd,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061606,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,50,963.4934440188804,MSBNK-EAWAG-EC061606.txt,e0bb441103b8f3504479abe2602d511c826ba3bf,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC061607,GKSSZFHZBNEQFN,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,60,963.4934440188804,MSBNK-EAWAG-EC061607.txt,28751ca0b2b497e11e1be143947431ed0bb5fa13,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,963.4934
MSBNK-EAWAG-EC064201,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,15,929.5342462108799,MSBNK-EAWAG-EC064201.txt,d81b5c28281f60e8c0192f1eb13a507b1ad8be04,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064202,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,20,929.5342462108799,MSBNK-EAWAG-EC064202.txt,116f39b3e26c5532f41be3f2073d46af12a0304f,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064203,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,25,929.5342462108799,MSBNK-EAWAG-EC064203.txt,753e9934ed07cae69de41fa107fb5dd24410432f,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064204,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,30,929.5342462108799,MSBNK-EAWAG-EC064204.txt,7d196dfafb0cf06dfddecad34b6cd180e006927d,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064205,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,40,929.5342462108799,MSBNK-EAWAG-EC064205.txt,c26635485f1a4322d24f8c75aedfd8ec78cdc518,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064206,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,50,929.5342462108799,MSBNK-EAWAG-EC064206.txt,34770bee375b64731a7db498a4c996a192046b91,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC064207,KSVGOBQTQGOLQM,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,60,929.5342462108799,MSBNK-EAWAG-EC064207.txt,1a76689c19aeaa0a21020bcbaf3b1c9fbe2e053a,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,929.5342
MSBNK-EAWAG-EC075201,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,15,882.44298868288,MSBNK-EAWAG-EC075201.txt,860f1bc44494b256f8607073926284f95d144408,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075202,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,20,882.44298868288,MSBNK-EAWAG-EC075202.txt,6f6cb2ffbf07d8d0fdd86f50489285674b33c56b,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075203,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,25,882.44298868288,MSBNK-EAWAG-EC075203.txt,1100747ba3d74747e92da6629f992f0d45507cf9,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075204,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,30,882.44298868288,MSBNK-EAWAG-EC075204.txt,e2aaa3f3e527c8d256ee87550ec77bad72ac80eb,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075205,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,40,882.44298868288,MSBNK-EAWAG-EC075205.txt,3bb6982456181be032e4fc64b7fc11252e682fd0,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075206,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,50,882.44298868288,MSBNK-EAWAG-EC075206.txt,d084313729017deef164670af46fc874a571b684,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC075207,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,60,882.44298868288,MSBNK-EAWAG-EC075207.txt,cbd6214a91da8290f05e4f25cbeb836f61b32869,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,882.443
MSBNK-EAWAG-EC081101,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,15,792.4654383788802,MSBNK-EAWAG-EC081101.txt,a69e5b83a4b56225896434234cca46047e825e87,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081102,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,20,792.4654383788802,MSBNK-EAWAG-EC081102.txt,7aae4b33e31118bf9992484eaefd518e19686c04,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081103,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,25,792.4654383788802,MSBNK-EAWAG-EC081103.txt,abcf6e8a6f7faf874fef646370b678bee28b97a9,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081104,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,30,792.4654383788802,MSBNK-EAWAG-EC081104.txt,9c7609f35cbf4d44c801ef4718b309f18895c2f4,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081105,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,40,792.4654383788802,MSBNK-EAWAG-EC081105.txt,cfe4eaa81a562b8b6993ae4963bc8edd0c170dd9,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081106,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,50,792.4654383788802,MSBNK-EAWAG-EC081106.txt,b8c1df6a466433fd2d306b7ff47526c89878f1f5,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC081107,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,60,792.4654383788802,MSBNK-EAWAG-EC081107.txt,2d0a3d30be3f34b901a4b4daaaca41c2138c0ca3,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,792.4654
MSBNK-EAWAG-EC089801,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,15,756.4542049988801,MSBNK-EAWAG-EC089801.txt,7bb58cb2ae73a1585df6856a6fd72672ecded138,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089802,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,20,756.4542049988801,MSBNK-EAWAG-EC089802.txt,6c0aa00d2cc16f12f92cdc38280d6eb51dc1a59e,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089803,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,25,756.4542049988801,MSBNK-EAWAG-EC089803.txt,75b51e5622e91d9789d88171629e8cf917ffdde9,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089804,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,30,756.4542049988801,MSBNK-EAWAG-EC089804.txt,1e4667d1e105d6d15c48779b1361b420479ad105,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089805,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,40,756.4542049988801,MSBNK-EAWAG-EC089805.txt,7abb751e4e429d2c9e76da0d69685c1028b467fd,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089806,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,50,756.4542049988801,MSBNK-EAWAG-EC089806.txt,d4cf091b372b42f80e6f604d11253929cb32773a,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC089807,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,60,756.4542049988801,MSBNK-EAWAG-EC089807.txt,63a5d7a54f2435d3cd12eedf75d45ae8d96ca3bc,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,756.4542
MSBNK-EAWAG-EC092301,OYHPNVXZUBWKJE,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)N=CC(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,15,791.4086517748801,MSBNK-EAWAG-EC092301.txt,612eb23d4cd495c03dbdfc720a1cb01eae97d2c8,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,791.4087
MSBNK-EAWAG-EC092302,OYHPNVXZUBWKJE,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)N=CC(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,20,791.4086517748801,MSBNK-EAWAG-EC092302.txt,31d6460943495253d16fe181d16953b80caf11b4,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,791.4087
MSBNK-EAWAG-EC092303,OYHPNVXZUBWKJE,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)N=CC(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,25,791.4086517748801,MSBNK-EAWAG-EC092303.txt,7b4ba0170ab70d536d09c5c17ed305a8287ff62a,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,791.4087
MSBNK-EAWAG-EC092304,OYHPNVXZUBWKJE,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)N=CC(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,30,791.4086517748801,MSBNK-EAWAG-EC092304.txt,f80e93e9d1265ebac3ce778f04586a2580d7f62c,MSBNK-EAWAG-EC,Exploris 240 Thermo Scientific,first_mass_40,791.4087
