checkpoint,value_hypothesis,split_scope,instrument,category,quantity,n,n_distinct,mean,min,q01,q05,q25,q50,q75,q95,q99,max
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,presented_value (eV if read as eV),21982,163,31.76335183331817,2.0,4.0,7.0,15.0,26.0,42.0,74.0,109.0,358.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,presented_value*mz/500 (eV if read as NCE),21982,8840,20.104127826177926,0.43226633868,1.180862546,2.5496464,7.076811900000001,13.683084,24.83772715,54.180150000000005,112.26489441599972,712.818096
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,presented_value*500/mz (NCE if read as eV),21982,8840,57.05017988987941,3.7302979650105508,9.56147018657158,14.286380983493515,29.38754159255496,49.72915802470933,78.10355244146794,119.35254098902492,173.98199407349588,184.9961072095738
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,source_NCE (integer n),21982,38,58.026430716040394,5.0,10.0,15.0,30.0,50.0,80.0,120.0,175.0,185.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,source_eV_unrounded (MSG value),21982,8840,32.24596796903816,2.051911,4.8759121,7.105283979999999,15.869305645169275,26.890878,42.9204075,74.20194000000001,109.574279,358.40016
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,source_eV_minus_presented (rounding loss),21982,8756,0.48261613571999035,0.00036500000000216914,0.00587699999999991,0.0255560000000008,0.22838850000000122,0.48940100000000086,0.7331879999999984,0.9356880000000025,0.9829819999999998,0.9997290000000021
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT2_NCE_x_mz_over_500,precursor_mz,21982,2311,277.86683052979424,72.04438978,122.0964,147.076638,214.0896,267.1856,326.1598,419.1337,777.694,995.556
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT3_OTHER_CONVERSION,presented_value (eV if read as eV),22,7,18.545454545454547,13.0,13.0,13.1,15.75,19.0,20.0,24.799999999999997,25.0,25.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT3_OTHER_CONVERSION,presented_value*mz/500 (eV if read as NCE),22,8,5.867887872727274,2.8101008,2.8101008,2.85274036,4.08410325,5.9310704,6.76304,10.06782362,10.206220000000002,10.206220000000002
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT3_OTHER_CONVERSION,presented_value*500/mz (NCE if read as eV),22,8,60.41455933773905,59.14499988171,59.14499988171,59.14499988171,59.18070017502852,60.865910477137476,61.37944618740038,61.618512939887715,61.618512939887715,61.618512939887715
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT3_OTHER_CONVERSION,precursor_mz,22,8,153.62948181818183,108.0808,108.0808,108.78157999999999,128.833775,156.0808,169.076,202.77329,204.1244,204.1244
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value (eV if read as eV),23689,30,50.45801848959432,0.0,15.0,15.0,30.0,45.0,60.0,90.0,180.0,180.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value*mz/500 (eV if read as NCE),23689,12550,29.84352563126088,0.0,4.5604949999999995,6.968604,14.6426948,24.5491488,39.20549095219043,70.30979289773421,108.39094627200001,190.868796
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value*500/mz (NCE if read as eV),23689,12550,98.28225750806415,0.0,12.443938429161344,19.52404542386312,41.821435601910615,77.52156326883625,128.57049446742795,249.88283272777306,390.53374302248955,873.5116332338177
iceberg21_msg_simulation_gen,as_trained,train,ALL,CAT4_UNKNOWN_AMBIGUOUS,precursor_mz,23689,3472,305.71065926261986,74.0964,116.07061,143.0333,221.0961,289.11828,362.0401,559.2603,757.2185672671875,977.41386
iceberg21_msg_simulation_gen,as_trained,train,ALL,NATIVE_EV_NOT_NCE,presented_value (eV if read as eV),34603,43,32.91370690402566,0.0,6.0,6.0,10.0,30.0,40.0,100.0,140.0,150.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,NATIVE_EV_NOT_NCE,presented_value*mz/500 (eV if read as NCE),34603,17870,20.12083136854226,0.0,2.004843240144,3.04033,6.5639886979219995,13.489096,25.932196850860002,61.461103200000025,99.41584380000018,248.5422
iceberg21_msg_simulation_gen,as_trained,train,ALL,NATIVE_EV_NOT_NCE,presented_value*500/mz (NCE if read as eV),34603,17870,62.81845069030383,0.0,4.047361383759831,7.088565482277642,20.744208743373623,46.57261275772896,81.94321909404266,183.23597395250655,289.0692534068563,585.2818014817774
iceberg21_msg_simulation_gen,as_trained,train,ALL,NATIVE_EV_NOT_NCE,source_eV_unrounded (MSG value),34603,215,32.93176467319596,0.0,6.0,6.0,10.0,30.0,40.0,100.0,140.0,150.0
iceberg21_msg_simulation_gen,as_trained,train,ALL,NATIVE_EV_NOT_NCE,precursor_mz,34603,4859,309.85164106714046,60.081045906016,104.07113,136.0756899,214.1077,289.1215,369.125,595.16626,771.2342,945.2843
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,ALL,presented_value (eV if read as eV),64738,165,40.26159288207853,0.0,6.0,11.0,20.0,32.0,60.0,90.0,150.0,358.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,ALL,presented_value*mz/500 (eV if read as NCE),64738,35629,26.062252755586865,0.0,1.8015336000000002,4.4984718369999985,12.043277800000002,20.1117282,36.0155715,60.45308659999997,100.149426,712.818096
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,ALL,presented_value*500/mz (NCE if read as eV),64738,35625,70.91227614662276,0.0,12.373035315368224,17.895296362492395,31.042040639184172,58.440981621480105,89.06924933011305,178.45129261193804,299.81751107492573,873.5116332338177
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,ALL,precursor_mz,64738,10226,317.29373363014207,72.04438978,120.06552,152.0165,237.1022,308.0911024853516,375.2377319335938,516.25919,755.23931,995.556
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,presented_value (eV if read as eV),19045,6,37.41270674717774,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,presented_value*mz/500 (eV if read as NCE),19045,15333,28.259218104699396,3.9630569999999996,7.201615748,10.08327056,14.764719600000001,23.411279599999997,40.2214524,55.8209976,70.57514059200001,119.33381879999999
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,presented_value*500/mz (NCE if read as eV),19045,15333,52.880249956774634,7.705551599239974,15.069495151735094,19.187703389951988,27.77427127602918,44.08819873549167,74.04399575757522,103.03140020382463,147.00640877250376,258.463361224689
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,source_NCE (MSnLib setting),19045,6,37.41270674717774,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,source_NCE*mz/500 (lab-frame eV equivalent),19045,15333,28.259218104699396,3.9630569999999996,7.201615748,10.08327056,14.764719600000001,23.411279599999997,40.2214524,55.8209976,70.57514059200001,119.33381879999999
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT1_RAW_NCE,precursor_mz,19045,5215,377.3973958083486,116.07061,164.09307,238.32358200000004,319.11761,367.17647,427.20162,531.27093,734.32344,994.44849
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value (eV if read as eV),21982,163,31.76335183331817,2.0,4.0,7.0,15.0,26.0,42.0,74.0,109.0,358.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value*mz/500 (eV if read as NCE),21982,8840,20.104127826177926,0.43226633868,1.180862546,2.5496464,7.076811900000001,13.683084,24.83772715,54.180150000000005,112.26489441599972,712.818096
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value*500/mz (NCE if read as eV),21982,8840,57.05017988987941,3.7302979650105508,9.56147018657158,14.286380983493515,29.38754159255496,49.72915802470933,78.10355244146794,119.35254098902492,173.98199407349588,184.9961072095738
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,source_NCE (integer n),21982,38,58.026430716040394,5.0,10.0,15.0,30.0,50.0,80.0,120.0,175.0,185.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,source_eV_unrounded (MSG value),21982,8840,32.24596796903816,2.051911,4.8759121,7.105283979999999,15.869305645169275,26.890878,42.9204075,74.20194000000001,109.574279,358.40016
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,source_eV_minus_presented (rounding loss),21982,8756,0.48261613571999035,0.00036500000000216914,0.00587699999999991,0.0255560000000008,0.22838850000000122,0.48940100000000086,0.7331879999999984,0.9356880000000025,0.9829819999999998,0.9997290000000021
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT2_NCE_x_mz_over_500,precursor_mz,21982,2311,277.86683052979424,72.04438978,122.0964,147.076638,214.0896,267.1856,326.1598,419.1337,777.694,995.556
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT3_OTHER_CONVERSION,presented_value (eV if read as eV),22,7,18.545454545454547,13.0,13.0,13.1,15.75,19.0,20.0,24.799999999999997,25.0,25.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT3_OTHER_CONVERSION,presented_value*mz/500 (eV if read as NCE),22,8,5.867887872727274,2.8101008,2.8101008,2.85274036,4.08410325,5.9310704,6.76304,10.06782362,10.206220000000002,10.206220000000002
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT3_OTHER_CONVERSION,presented_value*500/mz (NCE if read as eV),22,8,60.41455933773905,59.14499988171,59.14499988171,59.14499988171,59.18070017502852,60.865910477137476,61.37944618740038,61.618512939887715,61.618512939887715,61.618512939887715
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT3_OTHER_CONVERSION,precursor_mz,22,8,153.62948181818183,108.0808,108.0808,108.78157999999999,128.833775,156.0808,169.076,202.77329,204.1244,204.1244
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value (eV if read as eV),23689,30,50.45801848959432,0.0,15.0,15.0,30.0,45.0,60.0,90.0,180.0,180.0
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value*mz/500 (eV if read as NCE),23689,12550,29.84352563126088,0.0,4.5604949999999995,6.968604,14.6426948,24.5491488,39.20549095219043,70.30979289773421,108.39094627200001,190.868796
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value*500/mz (NCE if read as eV),23689,12550,98.28225750806415,0.0,12.443938429161344,19.52404542386312,41.821435601910615,77.52156326883625,128.57049446742795,249.88283272777306,390.53374302248955,873.5116332338177
iceberg21_msg_simulation_gen,as_trained,train,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,precursor_mz,23689,3472,305.71065926261986,74.0964,116.07061,143.0333,221.0961,289.11828,362.0401,559.2603,757.2185672671875,977.41386
iceberg21_msg_simulation_gen,as_trained,train,QTOF,ALL,presented_value (eV if read as eV),34603,43,32.91370690402566,0.0,6.0,6.0,10.0,30.0,40.0,100.0,140.0,150.0
iceberg21_msg_simulation_gen,as_trained,train,QTOF,ALL,presented_value*mz/500 (eV if read as NCE),34603,17870,20.12083136854226,0.0,2.004843240144,3.04033,6.5639886979219995,13.489096,25.932196850860002,61.461103200000025,99.41584380000018,248.5422
iceberg21_msg_simulation_gen,as_trained,train,QTOF,ALL,presented_value*500/mz (NCE if read as eV),34603,17870,62.81845069030383,0.0,4.047361383759831,7.088565482277642,20.744208743373623,46.57261275772896,81.94321909404266,183.23597395250655,289.0692534068563,585.2818014817774
iceberg21_msg_simulation_gen,as_trained,train,QTOF,ALL,precursor_mz,34603,4859,309.85164106714046,60.081045906016,104.07113,136.0756899,214.1077,289.1215,369.125,595.16626,771.2342,945.2843
iceberg21_msg_simulation_gen,as_trained,train,QTOF,NATIVE_EV_NOT_NCE,presented_value (eV if read as eV),34603,43,32.91370690402566,0.0,6.0,6.0,10.0,30.0,40.0,100.0,140.0,150.0
iceberg21_msg_simulation_gen,as_trained,train,QTOF,NATIVE_EV_NOT_NCE,presented_value*mz/500 (eV if read as NCE),34603,17870,20.12083136854226,0.0,2.004843240144,3.04033,6.5639886979219995,13.489096,25.932196850860002,61.461103200000025,99.41584380000018,248.5422
iceberg21_msg_simulation_gen,as_trained,train,QTOF,NATIVE_EV_NOT_NCE,presented_value*500/mz (NCE if read as eV),34603,17870,62.81845069030383,0.0,4.047361383759831,7.088565482277642,20.744208743373623,46.57261275772896,81.94321909404266,183.23597395250655,289.0692534068563,585.2818014817774
iceberg21_msg_simulation_gen,as_trained,train,QTOF,NATIVE_EV_NOT_NCE,source_eV_unrounded (MSG value),34603,215,32.93176467319596,0.0,6.0,6.0,10.0,30.0,40.0,100.0,140.0,150.0
iceberg21_msg_simulation_gen,as_trained,train,QTOF,NATIVE_EV_NOT_NCE,precursor_mz,34603,4859,309.85164106714046,60.081045906016,104.07113,136.0756899,214.1077,289.1215,369.125,595.16626,771.2342,945.2843
iceberg21_msg_simulation_gen,as_trained,val,ALL,ALL,presented_value (eV if read as eV),9734,133,40.2980275323608,0.0,6.0,11.0,20.0,30.0,60.0,76.0,136.67000000000007,301.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,ALL,presented_value*mz/500 (eV if read as NCE),9734,7491,36.44798631940623,0.0,6.49352606963354,11.0560068,17.6449134,30.06907485,47.80403999999999,79.1168896,130.71678421000001,504.1519434
iceberg21_msg_simulation_gen,as_trained,val,ALL,ALL,presented_value*500/mz (NCE if read as eV),9734,7491,47.56493646166027,0.0,3.456859034597654,11.975344625925896,24.092646907424538,39.279966784860086,66.64786604542532,98.32401755330973,158.2594833038883,283.76468718726767
iceberg21_msg_simulation_gen,as_trained,val,ALL,ALL,precursor_mz,9734,2394,456.1947147301426,197.0305,278.0455,308.7773245,369.12674,423.173985,497.20889999999997,786.1644107,957.5053567,989.3649
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,presented_value (eV if read as eV),5792,6,37.93335635359116,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,presented_value*mz/500 (eV if read as NCE),5792,5233,32.380545045787294,7.0824552,10.414248075,12.60581148,17.2757207,28.000985850000003,45.522256725000005,61.10292912,76.95227224800001,113.94639
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,presented_value*500/mz (NCE if read as eV),5792,5233,46.29710681697194,7.915087866076375,13.249662292973317,17.206619269427936,24.985040833259077,39.567348048863195,66.49122892398722,88.47790041926687,99.04155419173571,133.32439763592734
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,source_NCE (MSnLib setting),5792,6,37.93335635359116,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,source_NCE*mz/500 (lab-frame eV equivalent),5792,5233,32.380545045787294,7.0824552,10.414248075,12.60581148,17.2757207,28.000985850000003,45.522256725000005,61.10292912,76.95227224800001,113.94639
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT1_RAW_NCE,precursor_mz,5792,1815,427.8794174326657,225.01508,285.11885029999996,310.16624,363.01201,414.686145,470.15666,595.1527,790.48215,949.55325
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,presented_value (eV if read as eV),884,129,47.71493212669683,6.0,9.0,11.0,23.0,38.0,61.0,122.54999999999973,170.56999999999914,301.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,presented_value*mz/500 (eV if read as NCE),884,516,46.07805977349791,3.6853356,5.631831918,8.536836,17.849747999999998,30.6749688,53.549244,130.71169065999996,300.6206592,504.1519434
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,presented_value*500/mz (NCE if read as eV),884,516,54.222827765872886,9.519208799537576,13.589274740407104,14.278982765267802,28.82765127730023,44.50721984596427,74.55799288990934,119.63961165631184,179.70528333533008,179.94106929980433
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,source_NCE (integer n),884,23,54.841628959276015,10.0,15.0,15.0,30.0,45.0,75.0,120.0,180.0,180.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,source_eV_unrounded (MSG value),884,516,48.22307829584878,6.142226000000001,9.213339,11.643177,23.180045000000003,38.796147000000005,61.3806417,122.8356044999997,170.7244228799991,301.486212
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,source_eV_minus_presented (rounding loss),884,516,0.5081461691519509,0.003930000000000433,0.01462367000001059,0.060394999999999754,0.25706599999999824,0.5141319999999965,0.7607567499999988,0.9320489999999992,0.9915840000000031,0.9994253999999927
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT2_NCE_x_mz_over_500,precursor_mz,884,163,435.14832312059553,222.99934387207,291.9475,307.1113,360.20749660172,411.0969,448.115723378376,837.4617,916.5264,916.5264
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value (eV if read as eV),1535,20,47.013029315960914,0.0,10.0,15.0,20.0,45.0,60.0,90.0,150.0,180.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value*mz/500 (eV if read as NCE),1535,951,45.09086555149408,0.0,9.213339,11.91504777,23.420690800000003,38.221043599999994,59.565059999999995,98.479152,145.99045476000015,289.616148
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT4_UNKNOWN_AMBIGUOUS,presented_value*500/mz (NCE if read as eV),1535,951,53.31535165524602,0.0,8.074617696967787,11.303271057181767,23.79830460877967,44.489966578247305,72.52482128230994,122.1055688931016,194.8840694881559,283.76468718726767
iceberg21_msg_simulation_gen,as_trained,val,ALL,CAT4_UNKNOWN_AMBIGUOUS,precursor_mz,1535,262,495.9268032780202,197.0305,250.1186,307.1113,383.157715,477.0761,555.3375,871.8803219999996,957.50536,989.3649
iceberg21_msg_simulation_gen,as_trained,val,ALL,NATIVE_EV_NOT_NCE,presented_value (eV if read as eV),1523,30,38.217990807616545,0.0,6.0,6.0,10.0,30.0,50.0,120.0,150.0,150.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,NATIVE_EV_NOT_NCE,presented_value*mz/500 (eV if read as NCE),1523,882,37.6159543444417,0.0,5.101730680799999,6.733921200000001,13.245740000000001,28.097734745999997,47.82224142,102.70032919999996,160.06105919999982,274.95792
iceberg21_msg_simulation_gen,as_trained,val,ALL,NATIVE_EV_NOT_NCE,presented_value*500/mz (NCE if read as eV),1523,882,42.726332434711296,0.0,3.0752990036338756,3.2343926250392805,12.655623032525204,31.355578531664783,54.70212173054371,137.77302274998647,185.3112521281646,226.48791234011838
iceberg21_msg_simulation_gen,as_trained,val,ALL,NATIVE_EV_NOT_NCE,source_eV_unrounded (MSG value),1523,39,38.23315824031517,0.0,6.0,6.0,10.0,30.0,50.0,120.0,150.0,150.0
iceberg21_msg_simulation_gen,as_trained,val,ALL,NATIVE_EV_NOT_NCE,precursor_mz,1523,229,536.0492493387006,197.0305310981,294.1713,315.1485,384.1473,468.2955791,610.30306,957.5053567,975.5159214,975.5159214
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,ALL,presented_value (eV if read as eV),8211,131,40.68383875289246,0.0,13.0,15.0,20.0,30.0,60.0,75.0,120.0,301.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,ALL,presented_value*mz/500 (eV if read as NCE),8211,6658,36.23134823608763,0.0,9.243228652533656,12.190005526298279,18.0401164,30.555243599999997,47.7884232,73.1599482,120.84357923999993,504.1519434
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,ALL,presented_value*500/mz (NCE if read as eV),8211,6658,48.46241471437532,0.0,10.553450488101834,15.757441529415372,24.915313350441004,41.31431637186928,67.97922954974703,94.61081655963562,146.2024410477803,283.76468718726767
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,ALL,precursor_mz,8211,2211,441.3830649665531,197.0305,278.0455,308.15160000000003,365.1972,420.07793,484.2516,653.31811,916.5264,989.3649
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,presented_value (eV if read as eV),5792,6,37.93335635359116,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,presented_value*mz/500 (eV if read as NCE),5792,5233,32.380545045787294,7.0824552,10.414248075,12.60581148,17.2757207,28.000985850000003,45.522256725000005,61.10292912,76.95227224800001,113.94639
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,presented_value*500/mz (NCE if read as eV),5792,5233,46.29710681697194,7.915087866076375,13.249662292973317,17.206619269427936,24.985040833259077,39.567348048863195,66.49122892398722,88.47790041926687,99.04155419173571,133.32439763592734
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,source_NCE (MSnLib setting),5792,6,37.93335635359116,15.0,15.0,15.0,20.0,30.0,60.0,60.0,60.0,75.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,source_NCE*mz/500 (lab-frame eV equivalent),5792,5233,32.380545045787294,7.0824552,10.414248075,12.60581148,17.2757207,28.000985850000003,45.522256725000005,61.10292912,76.95227224800001,113.94639
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT1_RAW_NCE,precursor_mz,5792,1815,427.8794174326657,225.01508,285.11885029999996,310.16624,363.01201,414.686145,470.15666,595.1527,790.48215,949.55325
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value (eV if read as eV),884,129,47.71493212669683,6.0,9.0,11.0,23.0,38.0,61.0,122.54999999999973,170.56999999999914,301.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value*mz/500 (eV if read as NCE),884,516,46.07805977349791,3.6853356,5.631831918,8.536836,17.849747999999998,30.6749688,53.549244,130.71169065999996,300.6206592,504.1519434
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,presented_value*500/mz (NCE if read as eV),884,516,54.222827765872886,9.519208799537576,13.589274740407104,14.278982765267802,28.82765127730023,44.50721984596427,74.55799288990934,119.63961165631184,179.70528333533008,179.94106929980433
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,source_NCE (integer n),884,23,54.841628959276015,10.0,15.0,15.0,30.0,45.0,75.0,120.0,180.0,180.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,source_eV_unrounded (MSG value),884,516,48.22307829584878,6.142226000000001,9.213339,11.643177,23.180045000000003,38.796147000000005,61.3806417,122.8356044999997,170.7244228799991,301.486212
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,source_eV_minus_presented (rounding loss),884,516,0.5081461691519509,0.003930000000000433,0.01462367000001059,0.060394999999999754,0.25706599999999824,0.5141319999999965,0.7607567499999988,0.9320489999999992,0.9915840000000031,0.9994253999999927
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT2_NCE_x_mz_over_500,precursor_mz,884,163,435.14832312059553,222.99934387207,291.9475,307.1113,360.20749660172,411.0969,448.115723378376,837.4617,916.5264,916.5264
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value (eV if read as eV),1535,20,47.013029315960914,0.0,10.0,15.0,20.0,45.0,60.0,90.0,150.0,180.0
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value*mz/500 (eV if read as NCE),1535,951,45.09086555149408,0.0,9.213339,11.91504777,23.420690800000003,38.221043599999994,59.565059999999995,98.479152,145.99045476000015,289.616148
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,presented_value*500/mz (NCE if read as eV),1535,951,53.31535165524602,0.0,8.074617696967787,11.303271057181767,23.79830460877967,44.489966578247305,72.52482128230994,122.1055688931016,194.8840694881559,283.76468718726767
iceberg21_msg_simulation_gen,as_trained,val,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,precursor_mz,1535,262,495.9268032780202,197.0305,250.1186,307.1113,383.157715,477.0761,555.3375,871.8803219999996,957.50536,989.3649
