instrument_type,collision_energy,ce_repr,ce_decimals,n_rows,n_simulation_challenge,n_unique_inchikey,n_adduct_MH,precursor_mz_min,precursor_mz_median,precursor_mz_max,frac_of_instrument_nonmissing
Orbitrap,9.934305,9.934305,6,8,8,2,8,331.1435,331.1435,331.1435,9.638786476782573e-05
Orbitrap,10.83603,10.83603,5,8,8,3,8,361.201,361.201,361.201,9.638786476782573e-05
Orbitrap,11.047158,11.047158,6,8,8,2,8,184.1193,184.1193,184.1193,9.638786476782573e-05
Orbitrap,11.41861,11.41861,5,8,8,2,8,163.123,163.123,163.123,9.638786476782573e-05
Orbitrap,11.491491,11.491491,6,8,8,1,8,383.0497,383.0497,383.0497,9.638786476782573e-05
Orbitrap,12.729036,12.729036,6,8,8,2,8,212.1506,212.1506,212.1506,9.638786476782573e-05
Orbitrap,12.888351,12.888351,6,8,8,2,8,184.1193,184.1193,184.1193,9.638786476782573e-05
Orbitrap,13.511493,13.511493,6,8,8,2,8,150.1277,150.1277,150.1277,9.638786476782573e-05
Orbitrap,13.803312000000002,13.803312000000002,15,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,13.869443,13.869443,6,8,8,2,8,198.1349,198.1349,198.1349,9.638786476782573e-05
Orbitrap,14.08702,14.08702,5,8,8,3,8,352.1755,352.1755,352.1755,9.638786476782573e-05
Orbitrap,14.11083,14.11083,5,8,8,2,8,235.1805,235.1805,235.1805,9.638786476782573e-05
Orbitrap,14.850542,14.850542,6,8,8,2,8,212.1506,212.1506,212.1506,9.638786476782573e-05
Orbitrap,15.010812,15.010812,6,8,8,2,8,250.1802,250.1802,250.1802,9.638786476782573e-05
Orbitrap,16.333451999999998,16.333451999999998,15,8,8,2,8,136.1121,136.1121,136.1121,9.638786476782573e-05
Orbitrap,16.462635,16.462635,6,8,8,2,8,235.1805,235.1805,235.1805,9.638786476782573e-05
Orbitrap,16.570737,16.570737,6,8,8,2,8,184.1193,184.1193,184.1193,9.638786476782573e-05
Orbitrap,16.950038,16.950038,6,8,8,2,8,242.1434,242.1434,242.1434,9.638786476782573e-05
Orbitrap,17.019198,17.019198,6,8,8,1,8,189.1022,189.1022,189.1022,9.638786476782573e-05
Orbitrap,17.512614000000003,17.512614000000003,15,8,8,2,8,250.1802,250.1802,250.1802,9.638786476782573e-05
Orbitrap,17.608775,17.608775,6,8,8,2,8,352.1755,352.1755,352.1755,9.638786476782573e-05
Orbitrap,17.832141,17.832141,6,8,8,2,8,198.1349,198.1349,198.1349,9.638786476782573e-05
Orbitrap,18.008838,18.008838,6,8,8,1,8,300.1473,300.1473,300.1473,9.638786476782573e-05
Orbitrap,18.015324,18.015324,6,8,8,2,8,150.1277,150.1277,150.1277,9.638786476782573e-05
Orbitrap,18.067098,18.067098,6,8,8,2,8,301.1183,301.1183,301.1183,9.638786476782573e-05
Orbitrap,18.187686,18.187686,6,8,8,2,8,202.0854,202.0854,202.0854,9.638786476782573e-05
Orbitrap,18.272247,18.272247,6,8,8,2,8,261.0321,261.0321,261.0321,9.638786476782573e-05
Orbitrap,18.467199,18.467199,6,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,18.908785,18.908785,6,8,8,2,8,270.1255,270.1255,270.1255,9.638786476782573e-05
Orbitrap,19.093554,19.093554,6,8,8,2,8,212.1506,212.1506,212.1506,9.638786476782573e-05
Orbitrap,19.473321,19.473321,6,8,8,2,8,278.1903,278.1903,278.1903,9.638786476782573e-05
Orbitrap,19.86861,19.86861,5,8,8,2,8,331.1435,331.1435,331.1435,9.638786476782573e-05
Orbitrap,19.935688000000003,19.935688000000003,15,8,8,1,8,249.1961,249.1961,249.1961,9.638786476782573e-05
Orbitrap,20.110695,20.110695,6,8,8,2,8,134.0713,134.0713,134.0713,9.638786476782573e-05
Orbitrap,20.416815,20.416815,6,8,8,2,8,136.1121,136.1121,136.1121,9.638786476782573e-05
Orbitrap,20.51911,20.51911,5,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,20.653998,20.653998,6,8,8,1,8,344.2333,344.2333,344.2333,9.638786476782573e-05
Orbitrap,20.704968,20.704968,6,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,21.078281,21.078281,6,8,8,2,8,301.1183,301.1183,301.1183,9.638786476782573e-05
Orbitrap,21.166245,21.166245,6,8,8,2,8,235.1805,235.1805,235.1805,9.638786476782573e-05
Orbitrap,21.20599,21.20599,5,8,8,2,8,163.123,163.123,163.123,9.638786476782573e-05
Orbitrap,21.792906,21.792906,6,8,8,2,8,242.1434,242.1434,242.1434,9.638786476782573e-05
Orbitrap,22.516218,22.516218,6,8,8,2,8,250.1802,250.1802,250.1802,9.638786476782573e-05
Orbitrap,22.519155,22.519155,6,8,8,2,8,150.1277,150.1277,150.1277,9.638786476782573e-05
Orbitrap,22.571021,22.571021,6,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,22.692264,22.692264,6,8,8,1,8,189.1022,189.1022,189.1022,9.638786476782573e-05
Orbitrap,22.83722,22.83722,5,8,8,2,8,163.123,163.123,163.123,9.638786476782573e-05
Orbitrap,22.982982,22.982982,6,8,8,1,8,383.0497,383.0497,383.0497,9.638786476782573e-05
Orbitrap,23.00552,23.00552,5,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,23.180045000000003,23.180045000000003,15,8,8,2,8,331.1435,331.1435,331.1435,9.638786476782573e-05
Orbitrap,23.335842,23.335842,6,8,8,2,8,777.8614,777.8614,777.8614,9.638786476782573e-05
Orbitrap,23.492889,23.492889,6,8,8,2,8,261.0321,261.0321,261.0321,9.638786476782573e-05
Orbitrap,23.776188,23.776188,6,8,8,2,8,198.1349,198.1349,198.1349,9.638786476782573e-05
Orbitrap,24.311295,24.311295,6,8,8,2,8,270.1255,270.1255,270.1255,9.638786476782573e-05
Orbitrap,24.500178,24.500178,6,8,8,2,8,136.1121,136.1121,136.1121,9.638786476782573e-05
Orbitrap,24.511186,24.511186,6,8,8,2,8,350.1598,350.1598,350.1598,9.638786476782573e-05
Orbitrap,24.622932,24.622932,6,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,25.037127,25.037127,6,8,8,2,8,278.1903,278.1903,278.1903,9.638786476782573e-05
Orbitrap,25.213887,25.213887,6,8,8,2,8,280.1543,280.1543,280.1543,9.638786476782573e-05
Orbitrap,25.28407,25.28407,5,8,8,3,8,361.201,361.201,361.201,9.638786476782573e-05
Orbitrap,25.306072,25.306072,6,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,25.40594,25.40594,5,8,8,1,8,254.0594,254.0594,254.0594,9.638786476782573e-05
Orbitrap,25.458072,25.458072,6,8,8,2,8,212.1506,212.1506,212.1506,9.638786476782573e-05
Orbitrap,25.771928,25.771928,6,8,8,2,8,368.1704,368.1704,368.1704,9.638786476782573e-05
Orbitrap,26.674843,26.674843,6,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,26.89444,26.89444,5,8,8,2,8,336.1805,336.1805,336.1805,9.638786476782573e-05
Orbitrap,27.013257,27.013257,6,8,8,1,8,300.1473,300.1473,300.1473,9.638786476782573e-05
Orbitrap,27.022986,27.022986,6,8,8,2,8,150.1277,150.1277,150.1277,9.638786476782573e-05
Orbitrap,27.100647,27.100647,6,8,8,2,8,301.1183,301.1183,301.1183,9.638786476782573e-05
Orbitrap,27.606624000000004,27.606624000000004,15,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,27.617895,27.617895,6,8,8,2,8,184.1193,184.1193,184.1193,9.638786476782573e-05
Orbitrap,27.946534,27.946534,6,8,8,1,8,254.0594,254.0594,254.0594,9.638786476782573e-05
Orbitrap,28.012784,28.012784,6,8,8,2,8,350.1598,350.1598,350.1598,9.638786476782573e-05
Orbitrap,28.36533,28.36533,5,8,8,1,8,189.1022,189.1022,189.1022,9.638786476782573e-05
Orbitrap,28.645424,28.645424,6,8,8,1,8,179.0339,179.0339,179.0339,9.638786476782573e-05
Orbitrap,28.651248,28.651248,6,8,8,1,8,179.0703,179.0703,179.0703,9.638786476782573e-05
Orbitrap,28.726754,28.726754,6,8,8,1,8,205.1911,205.1911,205.1911,9.638786476782573e-05
Orbitrap,29.453632,29.453632,6,8,8,2,8,368.1704,368.1704,368.1704,9.638786476782573e-05
Orbitrap,29.720234999999995,29.720234999999995,15,8,8,2,8,198.1349,198.1349,198.1349,9.638786476782573e-05
Orbitrap,29.802915,29.802915,6,8,8,2,8,331.1435,331.1435,331.1435,9.638786476782573e-05
Orbitrap,29.903532,29.903532,6,8,8,2,8,249.1961,249.1961,249.1961,9.638786476782573e-05
Orbitrap,29.907176000000003,29.907176000000003,15,8,8,1,8,230.0552,230.0552,230.0552,9.638786476782573e-05
Orbitrap,30.021624000000003,30.021624000000003,15,8,8,2,8,250.1802,250.1802,250.1802,9.638786476782573e-05
Orbitrap,30.256245,30.256245,6,8,8,2,8,336.1805,336.1805,336.1805,9.638786476782573e-05
Orbitrap,30.31281,30.31281,5,8,8,2,8,202.0854,202.0854,202.0854,9.638786476782573e-05
