record_id,source_file,compound_id,recorded_key14,release,ion_mode,precursor_type,nce,first_failed_rule,reason
MSBNK-Eawag-EQ00008609,MSBNK-Eawag-EQ00008609.txt,UFNOUKDBUJZYDE,UFNOUKDBUJZYDE,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008801,MSBNK-Eawag-EQ00008801.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008802,MSBNK-Eawag-EQ00008802.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00008803,MSBNK-Eawag-EQ00008803.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008804,MSBNK-Eawag-EQ00008804.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00008805,MSBNK-Eawag-EQ00008805.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008806,MSBNK-Eawag-EQ00008806.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008807,MSBNK-Eawag-EQ00008807.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008808,MSBNK-Eawag-EQ00008808.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008809,MSBNK-Eawag-EQ00008809.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00008851,MSBNK-Eawag-EQ00008851.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008852,MSBNK-Eawag-EQ00008852.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008853,MSBNK-Eawag-EQ00008853.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008854,MSBNK-Eawag-EQ00008854.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008855,MSBNK-Eawag-EQ00008855.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008856,MSBNK-Eawag-EQ00008856.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,90.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008857,MSBNK-Eawag-EQ00008857.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,120.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008858,MSBNK-Eawag-EQ00008858.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,150.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00008859,MSBNK-Eawag-EQ00008859.txt,WYKYKTKDBLFHCY,WYKYKTKDBLFHCY,2024.11,NEGATIVE,[M-H]-,180.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00010401,MSBNK-Eawag-EQ00010401.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010402,MSBNK-Eawag-EQ00010402.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00010403,MSBNK-Eawag-EQ00010403.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010404,MSBNK-Eawag-EQ00010404.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00010405,MSBNK-Eawag-EQ00010405.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010406,MSBNK-Eawag-EQ00010406.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010407,MSBNK-Eawag-EQ00010407.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010408,MSBNK-Eawag-EQ00010408.txt,VTNQPKFIQCLBDU,VTNQPKFIQCLBDU,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010801,MSBNK-Eawag-EQ00010801.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010802,MSBNK-Eawag-EQ00010802.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,30.0,R8,R8i: scaffold group guard: group in the MURU exposure registry
MSBNK-Eawag-EQ00010803,MSBNK-Eawag-EQ00010803.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010804,MSBNK-Eawag-EQ00010804.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,60.0,R8,R8i: scaffold group guard: group in the MURU exposure registry
MSBNK-Eawag-EQ00010805,MSBNK-Eawag-EQ00010805.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010806,MSBNK-Eawag-EQ00010806.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010807,MSBNK-Eawag-EQ00010807.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010808,MSBNK-Eawag-EQ00010808.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00010809,MSBNK-Eawag-EQ00010809.txt,SUSRORUBZHMPCO,SUSRORUBZHMPCO,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013901,MSBNK-Eawag-EQ00013901.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013902,MSBNK-Eawag-EQ00013902.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00013903,MSBNK-Eawag-EQ00013903.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013904,MSBNK-Eawag-EQ00013904.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00013905,MSBNK-Eawag-EQ00013905.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013906,MSBNK-Eawag-EQ00013906.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013907,MSBNK-Eawag-EQ00013907.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013908,MSBNK-Eawag-EQ00013908.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00013909,MSBNK-Eawag-EQ00013909.txt,KIEDNEWSYUYDSN,KIEDNEWSYUYDSN,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015301,MSBNK-Eawag-EQ00015301.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015302,MSBNK-Eawag-EQ00015302.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,30.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00015303,MSBNK-Eawag-EQ00015303.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015304,MSBNK-Eawag-EQ00015304.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,60.0,R8,R8d: compound in the MURU exposure registry
MSBNK-Eawag-EQ00015305,MSBNK-Eawag-EQ00015305.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015306,MSBNK-Eawag-EQ00015306.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015307,MSBNK-Eawag-EQ00015307.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015308,MSBNK-Eawag-EQ00015308.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00015309,MSBNK-Eawag-EQ00015309.txt,QAYICIQNSGETAS,QAYICIQNSGETAS,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016001,MSBNK-Eawag-EQ00016001.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016002,MSBNK-Eawag-EQ00016002.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00016003,MSBNK-Eawag-EQ00016003.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016004,MSBNK-Eawag-EQ00016004.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00016005,MSBNK-Eawag-EQ00016005.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016006,MSBNK-Eawag-EQ00016006.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016007,MSBNK-Eawag-EQ00016007.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016008,MSBNK-Eawag-EQ00016008.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016009,MSBNK-Eawag-EQ00016009.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016051,MSBNK-Eawag-EQ00016051.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016052,MSBNK-Eawag-EQ00016052.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016053,MSBNK-Eawag-EQ00016053.txt,XKJMBINCVNINCA,XKJMBINCVNINCA,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016101,MSBNK-Eawag-EQ00016101.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,15.0,R4,nce=15 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016102,MSBNK-Eawag-EQ00016102.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,30.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00016103,MSBNK-Eawag-EQ00016103.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,45.0,R4,nce=45 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016104,MSBNK-Eawag-EQ00016104.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,60.0,R8,R8a: compound key in MassSpecGym 1.5 by the recorded InChIKey route
MSBNK-Eawag-EQ00016105,MSBNK-Eawag-EQ00016105.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,75.0,R4,nce=75 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016106,MSBNK-Eawag-EQ00016106.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,90.0,R4,nce=90 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016107,MSBNK-Eawag-EQ00016107.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,120.0,R4,nce=120 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016108,MSBNK-Eawag-EQ00016108.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,150.0,R4,nce=150 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016109,MSBNK-Eawag-EQ00016109.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,POSITIVE,[M+H]+,180.0,R4,nce=180 not an adjudication cell (30 or 60)
MSBNK-Eawag-EQ00016151,MSBNK-Eawag-EQ00016151.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016152,MSBNK-Eawag-EQ00016152.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016153,MSBNK-Eawag-EQ00016153.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016154,MSBNK-Eawag-EQ00016154.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016155,MSBNK-Eawag-EQ00016155.txt,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016251,MSBNK-Eawag-EQ00016251.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016252,MSBNK-Eawag-EQ00016252.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016253,MSBNK-Eawag-EQ00016253.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016254,MSBNK-Eawag-EQ00016254.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016255,MSBNK-Eawag-EQ00016255.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016256,MSBNK-Eawag-EQ00016256.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,90.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016257,MSBNK-Eawag-EQ00016257.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,120.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016258,MSBNK-Eawag-EQ00016258.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,150.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00016259,MSBNK-Eawag-EQ00016259.txt,MUJOIMFVNIBMKC,MUJOIMFVNIBMKC,2024.11,NEGATIVE,[M-H]-,180.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021051,MSBNK-Eawag-EQ00021051.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,15.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021052,MSBNK-Eawag-EQ00021052.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,30.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021053,MSBNK-Eawag-EQ00021053.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,45.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021054,MSBNK-Eawag-EQ00021054.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,60.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021055,MSBNK-Eawag-EQ00021055.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,75.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
MSBNK-Eawag-EQ00021056,MSBNK-Eawag-EQ00021056.txt,HFZWRUODUSTPEG,HFZWRUODUSTPEG,2024.11,NEGATIVE,[M-H]-,90.0,R1,ion_mode=NEGATIVE precursor_type=[M-H]-
